condition_id,number,raw_answer,answer
high,218,a,A
high,219,b,B
high,220,c,C
high,221,c,C
high,222,a,A
high,223,c,C
high,224,b,B
high,225,c,C
high,226,a,A
high,227,c,C
high,228,b,B
high,229,c,C
high,230,a,A
high,231,c,C
high,232,b,B
high,233,c,C
high,234,a,A
high,235,c,C
high,236,b,B
high,237,a,A
high,238,b,B
high,239,a,A
high,240,c,C
high,241,c,C
high,242,b,B
high,243,c,C
high,244,a,A
high,245,a,A
high,246,c,C
high,247,a,A
high,248,b,B
high,249,c,C
high,250,b,B
high,251,c,C
high,252,a,A
high,253,b,B
high,254,c,C
high,255,b,B
high,256,a,A
high,257,a,A
high,258,c,C
high,259,a,A
high,260,b,B
high,261,c,C
high,262,a,A
high,263,c,C
high,264,b,B
high,265,a,A
high,266,b,B
high,267,a,A
high,268,c,C
high,269,b,B
high,270,a,A
high,271,b,B
high,272,c,C
high,273,c,C
high,274,b,B
high,275,c,C
high,276,a,A
high,277,b,B
high,278,a,A
high,279,b,B
high,280,c,C
high,281,b,B
high,282,c,C
high,283,b,B
high,284,a,A
high,285,a,A
high,286,c,C
high,287,a,A
high,288,b,B
high,289,b,B
high,290,c,C
high,291,b,B
high,292,a,A
high,293,b,B
high,294,a,A
high,295,b,B
high,296,c,C
high,297,b,B
high,298,c,C
high,299,b,B
high,300,a,A
high,301,c,C
high,302,b,B
high,303,c,C
high,304,a,A
high,305,b,B
high,306,a,A
high,307,b,B
high,308,c,C
high,309,a,A
high,310,c,C
high,311,a,A
high,312,b,B
high,313,a,A
high,314,c,C
high,315,a,A
high,316,b,B
high,317,a,A
high,318,b,B
high,319,a,A
high,320,c,C
high,321,a,A
high,322,b,B
high,323,a,A
high,324,c,C
high,325,a,A
high,326,b,B
high,327,a,A
high,328,c,C
high,329,a,A
high,330,c,C
high,331,a,A
high,332,b,B
high,333,b,B
high,334,a,A
high,335,b,B
high,336,c,C
high,337,a,A
high,338,c,C
high,339,a,A
high,340,b,B
high,341,c,C
high,342,b,B
high,343,c,C
high,344,a,A
high,345,a,A
high,346,b,B
high,347,a,A
high,348,c,C
high,349,b,B
high,350,c,C
high,351,b,B
high,352,a,A
high,353,c,C
high,354,a,A
high,355,c,C
high,356,b,B
high,357,b,B
high,358,a,A
high,359,b,B
high,360,c,C
high,361,c,C
high,362,a,A
high,363,c,C
high,364,b,B
high,365,a,A
high,366,c,C
high,367,a,A
high,368,b,B
high,369,a,A
high,370,b,B
high,371,a,A
high,372,c,C
high,373,b,B
high,374,c,C
high,375,b,B
high,376,a,A
high,377,a,A
high,378,b,B
high,379,a,A
high,380,c,C
high,381,a,A
high,382,b,B
high,383,a,A
high,384,c,C
high,385,c,C
high,386,a,A
high,387,c,C
high,388,b,B
high,389,c,C
high,390,a,A
high,391,c,C
high,392,b,B
high,393,a,A
high,394,b,B
high,395,a,A
high,396,c,C
high,397,b,B
high,398,c,C
high,399,b,B
high,400,a,A
high,401,a,A
high,402,b,B
high,403,a,A
high,404,c,C
high,405,a,A
high,406,c,C
high,407,a,A
high,408,b,B
high,409,c,C
high,410,a,A
high,411,c,C
high,412,b,B
high,413,b,B
high,414,a,A
high,415,b,B
high,416,c,C
high,417,b,B
high,418,a,A
high,419,b,B
high,420,c,C
high,421,c,C
high,422,b,B
high,423,c,C
high,424,a,A
high,425,a,A
high,426,c,C
high,427,a,A
high,428,b,B
high,429,a,A
high,430,b,B
high,431,a,A
high,432,c,C
high,433,b,B
high,434,c,C
high,435,b,B
high,436,a,A
high,437,a,A
high,438,c,C
high,439,a,A
high,440,b,B
high,441,b,B
high,442,a,A
high,443,b,B
high,444,c,C
high,445,c,C
high,446,a,A
high,447,c,C
high,448,b,B
high,449,a,A
high,450,b,B
high,451,a,A
high,452,c,C
high,453,c,C
high,454,b,B
high,455,c,C
high,456,a,A
high,457,c,C
high,458,a,A
high,459,c,C
high,460,b,B
high,461,c,C
high,462,b,B
high,463,c,C
high,464,a,A
high,465,a,A
high,466,c,C
high,467,a,A
high,468,b,B
high,469,a,A
high,470,c,C
high,471,a,A
high,472,b,B
high,473,b,B
high,474,c,C
high,475,b,B
high,476,a,A
high,477,c,C
high,478,a,A
high,479,c,C
high,480,b,B
high,481,b,B
high,482,a,A
high,483,b,B
high,484,c,C
high,485,a,A
high,486,c,C
high,487,a,A
high,488,b,B
high,489,b,B
high,490,c,C
high,491,b,B
high,492,a,A
high,493,b,B
high,494,a,A
high,495,b,B
high,496,c,C
high,497,a,A
high,498,c,C
high,499,a,A
high,500,b,B
high,501,b,B
high,502,a,A
high,503,b,B
high,504,c,C
high,505,a,A
high,506,c,C
high,507,a,A
high,508,b,B
high,509,c,C
high,510,b,B
high,511,c,C
high,512,a,A
high,513,b,B
high,514,c,C
high,515,b,B
high,516,a,A
high,517,c,C
high,518,b,B
high,519,c,C
high,520,a,A
high,521,b,B
high,522,a,A
high,523,b,B
high,524,c,C
high,525,c,C
high,526,b,B
high,527,c,C
high,528,a,A
high,529,a,A
high,530,b,B
high,531,a,A
high,532,c,C
high,533,c,C
high,534,a,A
high,535,c,C
high,536,b,B
high,537,a,A
high,538,c,C
high,539,a,A
high,540,b,B
high,541,a,A
high,542,c,C
high,543,a,A
high,544,b,B
high,545,c,C
high,546,b,B
high,547,c,C
high,548,a,A
high,549,a,A
high,550,b,B
high,551,a,A
high,552,c,C
high,553,a,A
high,554,c,C
high,555,a,A
high,556,b,B
high,557,b,B
high,558,c,C
high,559,b,B
high,560,a,A
high,561,c,C
high,562,b,B
high,563,c,C
high,564,a,A
high,565,a,A
high,566,c,C
high,567,a,A
high,568,b,B
high,569,b,B
high,570,c,C
high,571,b,B
high,572,a,A
high,573,a,A
high,574,c,C
high,575,a,A
high,576,b,B
high,577,a,A
high,578,c,C
high,579,a,A
high,580,b,B
high,581,a,A
high,582,c,C
high,583,a,A
high,584,b,B
high,585,a,A
high,586,c,C
high,587,a,A
high,588,b,B
high,589,a,A
high,590,b,B
high,591,a,A
high,592,c,C
high,593,b,B
high,594,c,C
high,595,b,B
high,596,a,A
high,597,b,B
high,598,a,A
high,599,b,B
high,600,c,C
high,601,c,C
high,602,a,A
high,603,c,C
high,604,b,B
high,605,b,B
high,606,c,C
high,607,b,B
high,608,a,A
high,609,a,A
high,610,c,C
high,611,a,A
high,612,b,B
high,613,c,C
high,614,a,A
high,615,c,C
high,616,b,B
high,617,b,B
high,618,a,A
high,619,b,B
high,620,c,C
high,621,b,B
high,622,c,C
high,623,b,B
high,624,a,A
high,625,b,B
high,626,a,A
high,627,b,B
high,628,c,C
high,629,a,A
high,630,b,B
high,631,a,A
high,632,c,C
high,633,c,C
high,634,b,B
high,635,c,C
high,636,a,A
high,637,c,C
high,638,b,B
high,639,c,C
high,640,a,A
high,641,b,B
high,642,c,C
high,643,b,B
high,644,a,A
high,645,a,A
high,646,c,C
high,647,a,A
high,648,b,B
high,649,c,C
high,650,a,A
high,651,c,C
high,652,b,B
high,653,a,A
high,654,b,B
high,655,a,A
high,656,c,C
high,657,b,B
high,658,c,C
high,659,b,B
high,660,a,A
high,661,c,C
high,662,a,A
high,663,c,C
high,664,b,B
high,665,a,A
high,666,c,C
high,667,a,A
high,668,b,B
high,669,c,C
high,670,a,A
high,671,c,C
high,672,b,B
high,673,a,A
high,674,b,B
high,675,a,A
high,676,c,C
high,677,b,B
high,678,c,C
high,679,b,B
high,680,a,A
high,681,c,C
high,682,a,A
high,683,c,C
high,684,b,B
high,685,c,C
high,686,b,B
high,687,c,C
high,688,a,A
high,689,a,A
high,690,c,C
high,691,a,A
high,692,b,B
high,693,c,C
high,694,a,A
high,695,c,C
high,696,b,B
high,697,b,B
high,698,c,C
high,699,b,B
high,700,a,A
high,701,b,B
high,702,a,A
high,703,b,B
high,704,c,C
high,705,b,B
high,706,c,C
high,707,b,B
high,708,a,A
high,709,a,A
high,710,b,B
high,711,a,A
high,712,c,C
high,713,b,B
high,714,c,C
high,715,b,B
high,716,a,A
high,717,c,C
high,718,b,B
high,719,c,C
high,720,a,A
high,721,b,B
high,722,c,C
high,723,b,B
high,724,a,A
high,725,c,C
high,726,a,A
high,727,c,C
high,728,b,B
high,729,a,A
high,730,b,B
high,731,a,A
high,732,c,C
high,733,a,A
high,734,b,B
high,735,a,A
high,736,c,C
high,737,a,A
high,738,b,B
high,739,a,A
high,740,c,C
high,741,b,B
high,742,a,A
high,743,b,B
high,744,c,C
high,745,c,C
high,746,a,A
high,747,c,C
high,748,b,B
high,749,a,A
high,750,b,B
high,751,a,A
high,752,c,C
high,753,a,A
high,754,c,C
high,755,a,A
high,756,b,B
high,757,b,B
high,758,a,A
high,759,b,B
high,760,c,C
high,761,a,A
high,762,c,C
high,763,a,A
high,764,b,B
high,765,c,C
high,766,b,B
high,767,c,C
high,768,a,A
high,769,c,C
high,770,b,B
high,771,c,C
high,772,a,A
high,773,c,C
high,774,a,A
high,775,c,C
high,776,b,B
high,777,a,A
high,778,c,C
high,779,a,A
high,780,b,B
high,781,b,B
high,782,a,A
high,783,b,B
high,784,c,C
high,785,b,B
high,786,c,C
high,787,b,B
high,788,a,A
high,789,c,C
high,790,b,B
high,791,c,C
high,792,a,A
high,793,b,B
high,794,c,C
high,795,b,B
high,796,a,A
high,797,c,C
high,798,b,B
high,799,c,C
high,800,a,A
high,801,a,A
high,802,b,B
high,803,a,A
high,804,c,C
high,805,b,B
high,806,c,C
high,807,b,B
high,808,a,A
high,809,a,A
high,810,c,C
high,811,a,A
high,812,b,B
high,813,a,A
high,814,b,B
high,815,a,A
high,816,c,C
high,817,a,A
high,818,b,B
high,819,a,A
high,820,c,C
high,821,a,A
high,822,b,B
high,823,a,A
high,824,c,C
high,825,a,A
high,826,b,B
high,827,a,A
high,828,c,C
high,829,b,B
high,830,a,A
high,831,b,B
high,832,c,C
high,833,a,A
high,834,b,B
high,835,a,A
high,836,c,C
high,837,b,B
high,838,a,A
high,839,b,B
high,840,c,C
high,841,b,B
high,842,c,C
high,843,b,B
high,844,a,A
high,845,a,A
high,846,c,C
high,847,a,A
high,848,b,B
high,849,c,C
high,850,a,A
high,851,c,C
high,852,b,B
high,853,a,A
high,854,c,C
high,855,a,A
high,856,b,B
high,857,c,C
high,858,b,B
high,859,c,C
high,860,a,A
high,861,a,A
high,862,c,C
high,863,a,A
high,864,b,B
high,865,a,A
high,866,c,C
high,867,a,A
high,868,b,B
high,869,a,A
high,870,b,B
high,871,a,A
high,872,c,C
high,873,c,C
high,874,b,B
high,875,c,C
high,876,a,A
high,877,a,A
high,878,c,C
high,879,a,A
high,880,b,B
high,881,a,A
high,882,c,C
high,883,a,A
high,884,b,B
high,885,a,A
high,886,c,C
high,887,a,A
high,888,b,B
high,889,a,A
high,890,c,C
high,891,a,A
high,892,b,B
high,893,a,A
high,894,b,B
high,895,a,A
high,896,c,C
high,897,a,A
high,898,c,C
high,899,a,A
high,900,b,B
high,901,b,B
high,902,a,A
high,903,b,B
high,904,c,C
high,905,a,A
high,906,c,C
high,907,a,A
high,908,b,B
high,909,c,C
high,910,b,B
high,911,c,C
high,912,a,A
high,913,c,C
high,914,a,A
high,915,c,C
high,916,b,B
high,917,a,A
high,918,b,B
high,919,a,A
high,920,c,C
high,921,b,B
high,922,a,A
high,923,b,B
high,924,c,C
high,925,c,C
high,926,b,B
high,927,c,C
high,928,a,A
high,929,a,A
high,930,c,C
high,931,a,A
high,932,b,B
high,933,c,C
high,934,b,B
high,935,c,C
high,936,a,A
high,937,c,C
high,938,a,A
high,939,c,C
high,940,b,B
high,941,c,C
high,942,a,A
high,943,c,C
high,944,b,B
high,945,c,C
high,946,a,A
high,947,c,C
high,948,b,B
high,949,a,A
high,950,c,C
high,951,a,A
high,952,b,B
high,953,b,B
high,954,c,C
high,955,b,B
high,956,a,A
high,957,b,B
high,958,a,A
high,959,b,B
high,960,c,C
high,961,a,A
high,962,b,B
high,963,a,A
high,964,c,C
high,965,c,C
high,966,a,A
high,967,c,C
high,968,b,B
high,969,c,C
high,970,b,B
high,971,c,C
high,972,a,A
high,973,a,A
high,974,c,C
high,975,a,A
high,976,b,B
high,977,a,A
high,978,b,B
high,979,a,A
high,980,c,C
high,981,b,B
high,982,c,C
high,983,b,B
high,984,a,A
high,985,b,B
high,986,c,C
high,987,b,B
high,988,a,A
high,989,a,A
high,990,c,C
high,991,a,A
high,992,b,B
high,993,b,B
high,994,c,C
high,995,b,B
high,996,a,A
high,997,a,A
high,998,b,B
high,999,a,A
high,1000,c,C
high,1001,b,B
high,1002,a,A
high,1003,b,B
high,1004,c,C
high,1005,b,B
high,1006,c,C
high,1007,b,B
high,1008,a,A
high,1009,c,C
high,1010,b,B
high,1011,c,C
high,1012,a,A
high,1013,a,A
high,1014,b,B
high,1015,a,A
high,1016,c,C
high,1017,b,B
high,1018,c,C
high,1019,b,B
high,1020,a,A
high,1021,b,B
high,1022,a,A
high,1023,b,B
high,1024,c,C
high,1025,a,A
high,1026,c,C
high,1027,a,A
high,1028,b,B
high,1029,c,C
high,1030,a,A
high,1031,c,C
high,1032,b,B
high,1033,b,B
high,1034,c,C
high,1035,b,B
high,1036,a,A
high,1037,c,C
high,1038,a,A
high,1039,c,C
high,1040,b,B
high,1041,a,A
high,1042,b,B
high,1043,a,A
high,1044,c,C
high,1045,c,C
high,1046,a,A
high,1047,c,C
high,1048,b,B
high,1049,b,B
high,1050,c,C
high,1051,b,B
high,1052,a,A
high,1053,b,B
high,1054,a,A
high,1055,b,B
high,1056,c,C
high,1057,b,B
high,1058,c,C
high,1059,b,B
high,1060,a,A
high,1061,b,B
high,1062,a,A
high,1063,b,B
high,1064,c,C
high,1065,b,B
high,1066,c,C
high,1067,b,B
high,1068,a,A
high,1069,a,A
high,1070,c,C
high,1071,a,A
high,1072,b,B
high,1073,a,A
high,1074,c,C
high,1075,a,A
high,1076,b,B
high,1077,a,A
high,1078,b,B
high,1079,a,A
high,1080,c,C
high,1081,c,C
high,1082,a,A
high,1083,c,C
high,1084,b,B
high,1085,b,B
high,1086,c,C
high,1087,b,B
high,1088,a,A
high,1089,b,B
high,1090,a,A
high,1091,b,B
high,1092,c,C
high,1093,c,C
high,1094,b,B
high,1095,c,C
high,1096,a,A
high,1097,c,C
high,1098,a,A
high,1099,c,C
high,1100,b,B
high,1101,a,A
high,1102,b,B
high,1103,a,A
high,1104,c,C
high,1105,c,C
high,1106,a,A
high,1107,c,C
high,1108,b,B
high,1109,c,C
high,1110,a,A
high,1111,c,C
high,1112,b,B
high,1113,c,C
high,1114,a,A
high,1115,c,C
high,1116,b,B
high,1117,b,B
high,1118,a,A
high,1119,b,B
high,1120,c,C
high,1121,b,B
high,1122,a,A
high,1123,b,B
high,1124,c,C
high,1125,c,C
high,1126,a,A
high,1127,c,C
high,1128,b,B
high,1129,a,A
high,1130,b,B
high,1131,a,A
high,1132,c,C
high,1133,b,B
high,1134,c,C
high,1135,b,B
high,1136,a,A
high,1137,b,B
high,1138,a,A
high,1139,b,B
high,1140,c,C
high,1141,c,C
high,1142,a,A
high,1143,c,C
high,1144,b,B
high,1145,c,C
high,1146,a,A
high,1147,c,C
high,1148,b,B
high,1149,b,B
high,1150,c,C
high,1151,b,B
high,1152,a,A
high,1153,b,B
high,1154,c,C
high,1155,b,B
high,1156,a,A
high,1157,b,B
high,1158,a,A
high,1159,b,B
high,1160,c,C
high,1161,c,C
high,1162,a,A
high,1163,c,C
high,1164,b,B
high,1165,b,B
high,1166,c,C
high,1167,b,B
high,1168,a,A
high,1169,a,A
high,1170,b,B
high,1171,a,A
high,1172,c,C
high,1173,c,C
high,1174,b,B
high,1175,c,C
high,1176,a,A
high,1177,b,B
high,1178,a,A
high,1179,b,B
high,1180,c,C
high,1181,b,B
high,1182,c,C
high,1183,b,B
high,1184,a,A
high,1185,a,A
high,1186,b,B
high,1187,a,A
high,1188,c,C
high,1189,c,C
high,1190,a,A
high,1191,c,C
high,1192,b,B
high,1193,c,C
high,1194,a,A
high,1195,c,C
high,1196,b,B
high,1197,c,C
high,1198,b,B
high,1199,c,C
high,1200,a,A
high,1201,b,B
high,1202,a,A
high,1203,b,B
high,1204,c,C
high,1205,b,B
high,1206,c,C
high,1207,b,B
high,1208,a,A
high,1209,b,B
high,1210,c,C
high,1211,b,B
high,1212,a,A
high,1213,c,C
high,1214,b,B
high,1215,c,C
high,1216,a,A
high,1217,a,A
high,1218,c,C
high,1219,a,A
high,1220,b,B
high,1221,b,B
high,1222,c,C
high,1223,b,B
high,1224,a,A
high,1225,c,C
high,1226,b,B
high,1227,c,C
high,1228,a,A
high,1229,b,B
high,1230,a,A
high,1231,b,B
high,1232,c,C
high,1233,c,C
high,1234,b,B
high,1235,c,C
high,1236,a,A
high,1237,b,B
high,1238,a,A
high,1239,b,B
high,1240,c,C
high,1241,a,A
high,1242,c,C
high,1243,a,A
high,1244,b,B
high,1245,b,B
high,1246,a,A
high,1247,b,B
high,1248,c,C
high,1249,c,C
high,1250,a,A
high,1251,c,C
high,1252,b,B
high,1253,a,A
high,1254,b,B
high,1255,a,A
high,1256,c,C
high,1257,b,B
high,1258,a,A
high,1259,b,B
high,1260,c,C
high,1261,a,A
high,1262,b,B
high,1263,a,A
high,1264,c,C
high,1265,c,C
high,1266,b,B
high,1267,c,C
high,1268,a,A
high,1269,c,C
high,1270,a,A
high,1271,c,C
high,1272,b,B
high,1273,a,A
high,1274,b,B
high,1275,a,A
high,1276,c,C
high,1277,b,B
high,1278,c,C
high,1279,b,B
high,1280,a,A
high,1281,a,A
high,1282,c,C
high,1283,a,A
high,1284,b,B
high,1285,c,C
high,1286,b,B
high,1287,c,C
high,1288,a,A
high,1289,b,B
high,1290,a,A
high,1291,b,B
high,1292,c,C
high,1293,b,B
high,1294,c,C
high,1295,b,B
high,1296,a,A
high,1297,b,B
high,1298,a,A
high,1299,b,B
high,1300,c,C
high,1301,b,B
high,1302,c,C
high,1303,b,B
high,1304,a,A
high,1305,b,B
high,1306,a,A
high,1307,b,B
high,1308,c,C
high,1309,c,C
high,1310,b,B
high,1311,c,C
high,1312,a,A
high,1313,a,A
high,1314,b,B
high,1315,a,A
high,1316,c,C
high,1317,a,A
high,1318,b,B
high,1319,a,A
high,1320,c,C
high,1321,c,C
high,1322,b,B
high,1323,c,C
high,1324,a,A
high,1325,b,B
high,1326,a,A
high,1327,b,B
high,1328,c,C
high,1329,a,A
high,1330,c,C
high,1331,a,A
high,1332,b,B
high,1333,b,B
high,1334,c,C
high,1335,b,B
high,1336,a,A
high,1337,c,C
high,1338,a,A
high,1339,c,C
high,1340,b,B
high,1341,b,B
high,1342,c,C
high,1343,b,B
high,1344,a,A
high,1345,c,C
high,1346,b,B
high,1347,c,C
high,1348,a,A
high,1349,a,A
high,1350,c,C
high,1351,a,A
high,1352,b,B
high,1353,a,A
high,1354,c,C
high,1355,a,A
high,1356,b,B
high,1357,b,B
high,1358,a,A
high,1359,b,B
high,1360,c,C
high,1361,b,B
high,1362,c,C
high,1363,b,B
high,1364,a,A
high,1365,a,A
high,1366,b,B
high,1367,a,A
high,1368,c,C
high,1369,b,B
high,1370,a,A
high,1371,b,B
high,1372,c,C
high,1373,b,B
high,1374,c,C
high,1375,b,B
high,1376,a,A
high,1377,c,C
high,1378,a,A
high,1379,c,C
high,1380,b,B
high,1381,c,C
high,1382,a,A
high,1383,c,C
high,1384,b,B
high,1385,c,C
high,1386,a,A
high,1387,c,C
high,1388,b,B
high,1389,a,A
high,1390,b,B
high,1391,a,A
high,1392,c,C
high,1393,b,B
high,1394,a,A
high,1395,b,B
high,1396,c,C
high,1397,b,B
high,1398,a,A
high,1399,b,B
high,1400,c,C
high,1401,c,C
high,1402,a,A
high,1403,c,C
high,1404,b,B
high,1405,c,C
high,1406,a,A
high,1407,c,C
high,1408,b,B
high,1409,c,C
high,1410,a,A
high,1411,c,C
high,1412,b,B
high,1413,a,A
high,1414,c,C
high,1415,a,A
high,1416,b,B
high,1417,b,B
high,1418,c,C
high,1419,b,B
high,1420,a,A
high,1421,c,C
high,1422,b,B
high,1423,c,C
high,1424,a,A
high,1425,a,A
high,1426,c,C
high,1427,a,A
high,1428,b,B
high,1429,c,C
high,1430,b,B
high,1431,c,C
high,1432,a,A
high,1433,a,A
high,1434,c,C
high,1435,a,A
high,1436,b,B
high,1437,b,B
high,1438,a,A
high,1439,b,B
high,1440,c,C
high,1441,b,B
high,1442,c,C
high,1443,b,B
high,1444,a,A
high,1445,b,B
high,1446,a,A
high,1447,b,B
high,1448,c,C
high,1449,b,B
high,1450,c,C
high,1451,b,B
high,1452,a,A
high,1453,a,A
high,1454,b,B
high,1455,a,A
high,1456,c,C
high,1457,b,B
high,1458,c,C
high,1459,b,B
high,1460,a,A
high,1461,c,C
high,1462,a,A
high,1463,c,C
high,1464,b,B
high,1465,c,C
high,1466,b,B
high,1467,c,C
high,1468,a,A
high,1469,c,C
high,1470,a,A
high,1471,c,C
high,1472,b,B
high,1473,a,A
high,1474,b,B
high,1475,a,A
high,1476,c,C
high,1477,b,B
high,1478,c,C
high,1479,b,B
high,1480,a,A
high,1481,c,C
high,1482,b,B
high,1483,c,C
high,1484,a,A
high,1485,b,B
high,1486,a,A
high,1487,b,B
high,1488,c,C
high,1489,b,B
high,1490,a,A
high,1491,b,B
high,1492,c,C
high,1493,a,A
high,1494,c,C
high,1495,a,A
high,1496,b,B
high,1497,c,C
high,1498,a,A
high,1499,c,C
high,1500,b,B
high,1501,b,B
high,1502,a,A
high,1503,b,B
high,1504,c,C
high,1505,c,C
high,1506,a,A
high,1507,c,C
high,1508,b,B
high,1509,a,A
high,1510,b,B
high,1511,a,A
high,1512,c,C
high,1513,c,C
high,1514,a,A
high,1515,c,C
high,1516,b,B
high,1517,b,B
high,1518,a,A
high,1519,b,B
high,1520,c,C
high,1521,c,C
high,1522,b,B
high,1523,c,C
high,1524,a,A
high,1525,a,A
high,1526,b,B
high,1527,a,A
high,1528,c,C
high,1529,b,B
high,1530,c,C
high,1531,b,B
high,1532,a,A
high,1533,a,A
high,1534,b,B
high,1535,a,A
high,1536,c,C
high,1537,a,A
high,1538,c,C
high,1539,a,A
high,1540,b,B
high,1541,b,B
high,1542,c,C
high,1543,b,B
high,1544,a,A
high,1545,c,C
high,1546,a,A
high,1547,c,C
high,1548,b,B
high,1549,b,B
high,1550,a,A
high,1551,b,B
high,1552,c,C
high,1553,a,A
high,1554,b,B
high,1555,a,A
high,1556,c,C
high,1557,c,C
high,1558,a,A
high,1559,c,C
high,1560,b,B
high,1561,a,A
high,1562,b,B
high,1563,a,A
high,1564,c,C
high,1565,b,B
high,1566,a,A
high,1567,b,B
high,1568,c,C
high,1569,b,B
high,1570,c,C
high,1571,b,B
high,1572,a,A
high,1573,a,A
high,1574,c,C
high,1575,a,A
high,1576,b,B
high,1577,b,B
high,1578,a,A
high,1579,b,B
high,1580,c,C
high,1581,b,B
high,1582,a,A
high,1583,b,B
high,1584,c,C
high,1585,b,B
high,1586,a,A
high,1587,b,B
high,1588,c,C
high,1589,a,A
high,1590,c,C
high,1591,a,A
high,1592,b,B
high,1593,b,B
high,1594,c,C
high,1595,b,B
high,1596,a,A
high,1597,c,C
high,1598,b,B
high,1599,c,C
high,1600,a,A
high,1601,b,B
high,1602,c,C
high,1603,b,B
high,1604,a,A
high,1605,c,C
high,1606,a,A
high,1607,c,C
high,1608,b,B
high,1609,c,C
high,1610,b,B
high,1611,c,C
high,1612,a,A
high,1613,c,C
high,1614,b,B
high,1615,c,C
high,1616,a,A
high,1617,b,B
high,1618,a,A
high,1619,b,B
high,1620,c,C
high,1621,b,B
high,1622,a,A
high,1623,b,B
high,1624,c,C
high,1625,b,B
high,1626,a,A
high,1627,b,B
high,1628,c,C
high,1629,a,A
high,1630,b,B
high,1631,a,A
high,1632,c,C
high,1633,b,B
high,1634,c,C
high,1635,b,B
high,1636,a,A
high,1637,b,B
high,1638,c,C
high,1639,b,B
high,1640,a,A
high,1641,c,C
high,1642,a,A
high,1643,c,C
high,1644,b,B
high,1645,b,B
high,1646,a,A
high,1647,b,B
high,1648,c,C
high,1649,c,C
high,1650,a,A
high,1651,c,C
high,1652,b,B
high,1653,c,C
high,1654,b,B
high,1655,c,C
high,1656,a,A
high,1657,c,C
high,1658,a,A
high,1659,c,C
high,1660,b,B
high,1661,c,C
high,1662,b,B
high,1663,c,C
