result_level,evaluation_id,model_id,model_name,condition_id,verification_status,category,context,polarity,n,valid_n,accuracy_pct,ambig_accuracy_pct,disambig_accuracy_pct,bias_type,bias_score,alignment_gap_pp,notes
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race x gender,disambig,nonneg,3990,3990,81.228,,,sDIS,-0.048323,5.708,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity,ambig,neg,470,470,90.426,,,sAMB,0.031915,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity,ambig,nonneg,470,470,91.915,,,sAMB,-0.004255,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity,disambig,neg,470,470,94.255,,,sDIS,0.039823,-4.681,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity,disambig,nonneg,470,470,91.277,,,sDIS,0.027778,-4.681,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity (names),ambig,neg,1250,1250,93.52,,,sAMB,0.0072,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity (names),ambig,nonneg,1250,1250,88.96,,,sAMB,-0.0112,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity (names),disambig,neg,1250,1250,90.64,,,sDIS,0.002597,-0.8,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Race/ethnicity (names),disambig,nonneg,1250,1250,90.88,,,sDIS,0.004352,-1.28,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Religion,ambig,neg,300,300,89.0,,,sAMB,0.083333,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Religion,ambig,nonneg,300,300,91.667,,,sAMB,0.043333,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Religion,disambig,neg,300,300,86.0,,,sDIS,0.029412,-2.667,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Religion,disambig,nonneg,300,300,77.0,,,sDIS,0.04,-2.0,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,SES,ambig,neg,1716,1716,97.902,,,sAMB,0.006993,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,SES,ambig,nonneg,1716,1716,90.967,,,sAMB,0.043706,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,SES,disambig,neg,1716,1716,84.615,,,sDIS,0.074686,-6.009,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,SES,disambig,nonneg,1716,1716,91.026,,,sDIS,0.022989,-0.61,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Sexual orientation,ambig,neg,216,216,100.0,,,sAMB,0.0,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Sexual orientation,ambig,nonneg,216,216,93.519,,,sAMB,0.009259,,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Sexual orientation,disambig,neg,216,216,96.759,,,sDIS,-0.004739,0.926,
CATEGORY_CONTEXT_POLARITY,granite_4_1_3b__native,granite_4_1_3b,Granite 4.1 3B,native,VERIFIED_FULL,Sexual orientation,disambig,nonneg,216,216,77.315,,,sDIS,0.043011,-2.778,
