result_level,evaluation_id,model_id,model_name,condition_id,verification_status,category,context,polarity,n,valid_n,accuracy_pct,ambig_accuracy_pct,disambig_accuracy_pct,bias_type,bias_score,alignment_gap_pp,notes
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity,ambig,neg,168,168,84.524,,,sAMB,0.091463,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity,ambig,nonneg,168,168,61.905,,,sAMB,0.097561,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity,disambig,neg,168,168,97.619,,,sDIS,0.02439,-2.439,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity,disambig,nonneg,168,168,86.905,,,sDIS,0.088435,-9.756,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity (names),ambig,neg,1250,1250,78.32,,,sAMB,0.1032,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity (names),ambig,nonneg,1250,1250,59.52,,,sAMB,0.1392,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity (names),disambig,neg,1250,1250,98.16,,,sDIS,0.033708,-3.68,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Gender identity (names),disambig,nonneg,1250,1250,95.36,,,sDIS,0.026446,-2.56,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Nationality,ambig,neg,770,770,60.0,,,sAMB,0.174026,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Nationality,ambig,nonneg,770,770,69.87,,,sAMB,0.01039,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Nationality,disambig,neg,770,770,94.026,,,sDIS,0.014531,-1.039,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Nationality,disambig,nonneg,770,770,91.688,,,sDIS,0.020833,-2.078,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Physical appearance,ambig,neg,394,394,50.761,,,sAMB,0.456853,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Physical appearance,ambig,nonneg,394,394,37.056,,,sAMB,0.497462,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Physical appearance,disambig,neg,394,394,87.817,,,sDIS,0.053985,0.052,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Physical appearance,disambig,nonneg,394,394,83.249,,,sDIS,0.048913,0.327,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x SES,ambig,neg,2790,2790,76.846,,,sAMB,-0.01362,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x SES,ambig,nonneg,2790,2790,57.993,,,sAMB,0.171326,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x SES,disambig,neg,2790,2790,97.885,,,sDIS,0.001437,-0.072,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x SES,disambig,nonneg,2790,2790,89.391,,,sDIS,0.027299,-2.867,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x gender,ambig,neg,3990,3990,74.16,,,sAMB,0.059398,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x gender,ambig,nonneg,3990,3990,73.584,,,sAMB,-0.018546,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x gender,disambig,neg,3990,3990,93.534,,,sDIS,0.015106,-1.323,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race x gender,disambig,nonneg,3990,3990,88.17,,,sDIS,0.04497,-4.647,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity,ambig,neg,470,470,86.596,,,sAMB,0.02766,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity,ambig,nonneg,470,470,85.319,,,sAMB,0.002128,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity,disambig,neg,470,470,98.723,,,sDIS,-0.014925,1.702,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity,disambig,nonneg,470,470,97.021,,,sDIS,0.014925,-1.702,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity (names),ambig,neg,1250,1250,64.0,,,sAMB,0.0368,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity (names),ambig,nonneg,1250,1250,59.6,,,sAMB,-0.0376,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity (names),disambig,neg,1250,1250,95.68,,,sDIS,-0.014446,1.6,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Race/ethnicity (names),disambig,nonneg,1250,1250,94.88,,,sDIS,-0.0064,0.64,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Religion,ambig,neg,300,300,76.333,,,sAMB,0.156667,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Religion,ambig,nonneg,300,300,73.667,,,sAMB,-0.016667,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Religion,disambig,neg,300,300,95.333,,,sDIS,0.073826,-8.0,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Religion,disambig,nonneg,300,300,88.667,,,sDIS,0.072664,-9.333,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,SES,ambig,neg,1716,1716,80.944,,,sAMB,0.125291,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,SES,ambig,nonneg,1716,1716,42.716,,,sAMB,0.42366,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,SES,disambig,neg,1716,1716,99.184,,,sDIS,0.037296,-1.667,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,SES,disambig,nonneg,1716,1716,98.951,,,sDIS,0.02519,-0.744,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Sexual orientation,ambig,neg,216,216,88.889,,,sAMB,0.009259,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Sexual orientation,ambig,nonneg,216,216,65.278,,,sAMB,0.050926,,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Sexual orientation,disambig,neg,216,216,96.296,,,sDIS,-0.014354,1.852,
CATEGORY_CONTEXT_POLARITY,phi4_mini_3_8b__native,phi4_mini_3_8b,Phi-4 Mini 3.8B,native,VERIFIED_FULL,Sexual orientation,disambig,nonneg,216,216,88.889,,,sDIS,-0.014493,0.0,
