result_level,evaluation_id,model_id,model_name,condition_id,verification_status,category,context,polarity,n,valid_n,accuracy_pct,ambig_accuracy_pct,disambig_accuracy_pct,bias_type,bias_score,alignment_gap_pp,notes
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Physical appearance,disambig,neg,394,394,85.533,,,sDIS,0.005102,5.299,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Physical appearance,disambig,nonneg,394,394,77.919,,,sDIS,0.086835,-0.034,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x SES,ambig,neg,2790,2790,18.996,,,sAMB,-0.006452,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x SES,ambig,nonneg,2790,2790,21.075,,,sAMB,0.097491,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x SES,disambig,neg,2790,2790,99.498,,,sDIS,0.000718,-0.143,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x SES,disambig,nonneg,2790,2790,96.774,,,sDIS,0.005789,-0.86,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x gender,ambig,neg,3990,3990,12.932,,,sAMB,0.081704,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x gender,ambig,nonneg,3990,3990,9.449,,,sAMB,-0.069424,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x gender,disambig,neg,3990,3990,90.952,,,sDIS,0.029892,-2.985,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race x gender,disambig,nonneg,3990,3990,91.905,,,sDIS,-0.001033,-0.576,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity,ambig,neg,470,470,37.872,,,sAMB,0.059574,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity,ambig,nonneg,470,470,29.362,,,sAMB,0.2,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity,disambig,neg,470,470,98.723,,,sDIS,0.010753,-1.702,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity,disambig,nonneg,470,470,96.596,,,sDIS,0.010799,-1.702,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity (names),ambig,neg,1250,1250,21.04,,,sAMB,0.0984,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity (names),ambig,nonneg,1250,1250,18.96,,,sAMB,0.0264,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity (names),disambig,neg,1250,1250,97.6,,,sDIS,-0.00401,0.32,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Race/ethnicity (names),disambig,nonneg,1250,1250,94.72,,,sDIS,0.004823,-0.64,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Religion,ambig,neg,300,300,29.0,,,sAMB,0.276667,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Religion,ambig,nonneg,300,300,22.667,,,sAMB,0.026667,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Religion,disambig,neg,300,300,93.0,,,sDIS,0.048611,-6.0,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Religion,disambig,nonneg,300,300,79.667,,,sDIS,0.027778,-3.333,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,SES,ambig,neg,1716,1716,19.697,,,sAMB,0.107226,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,SES,ambig,nonneg,1716,1716,10.664,,,sAMB,0.608974,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,SES,disambig,neg,1716,1716,96.212,,,sDIS,0.017544,0.191,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,SES,disambig,nonneg,1716,1716,90.967,,,sDIS,0.042037,-3.294,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Sexual orientation,ambig,neg,216,216,36.111,,,sAMB,0.046296,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Sexual orientation,ambig,nonneg,216,216,21.759,,,sAMB,0.134259,,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Sexual orientation,disambig,neg,216,216,94.444,,,sDIS,-0.009524,0.0,
CATEGORY_CONTEXT_POLARITY,ministral_3_3b__native,ministral_3_3b,Ministral 3 3B,native,VERIFIED_FULL,Sexual orientation,disambig,nonneg,216,216,82.87,,,sDIS,0.069307,-6.481,
